Date (CEST),HOB_Fuel_Input_A1[Dim 1][MW],HOB_Output_Backup[Dim 1][MW],HP_Electricity_Consumption_A1[Dim 1][MW],HP_Load_Output_A1[Dim 1][MW],Thermal_Output_A1[Dim 1][MW],Waste_BP_Load_A1[Dim 1][MW],Waste_CHP_Electricity_Output_A1[Dim 1][MW],Waste_CHP_Load_Output_A1[Dim 1][MW],Waste_Fuel_Input_A1[Dim 1][MW],Waste_Turbine_Load_A1[Dim 1][MW],Wood_BP_Load_A1[Dim 1][MW],Wood_CHP_Electricity_Output_A1[Dim 1][MW],Wood_CHP_Load_Output_A1[Dim 1][MW],Wood_Fuel_Input_A1[Dim 1][MW],Wood_Turbine_Load_A1[Dim 1][MW],HOB_Fuel_Input_A2[Dim 1][MW],HOB_Load_Output_A2[Dim 1][MW],HP_Electricity_Consumption_A2[Dim 1][MW],HP_Load_Output_A2[Dim 1][MW],Pellet_BP_Load_A2[Dim 1][MW],Pellet_CHP_Electricity_Output_A2[Dim 1][MW],Pellet_CHP_Load_Output_A2[Dim 1][MW],Pellet_Fuel_Input_A2[Dim 1][MW],Pellet_Turbine_Load_A2[Dim 1][MW],Thermal_Output_A2[Dim 1][MW],Area_Exchange[Dim 1][MW]
05-01-2017 18:00:00,0.00,0.00,0.00,0.00,571.25,0.00,160.00,400.00,815.70,400.00,0.00,68.50,171.25,349.19,171.25,0.00,0.00,5.71,20.00,37.52,0.00,37.52,52.12,0.00,57.52,40.00
05-01-2017 19:00:00,0.00,0.00,0.00,0.00,568.65,0.00,160.00,400.00,815.70,400.00,0.00,67.46,168.65,343.88,168.65,0.00,0.00,5.71,20.00,39.84,0.00,39.84,55.34,0.00,59.84,40.00
05-01-2017 20:00:00,0.00,0.00,0.00,0.00,532.19,0.00,160.00,400.00,815.70,400.00,0.00,52.88,132.19,269.54,132.19,0.00,0.00,5.71,20.00,34.03,0.00,34.03,47.28,0.00,54.03,40.00
05-01-2017 21:00:00,0.00,0.00,0.00,0.00,511.35,0.00,160.00,400.00,815.70,400.00,0.00,44.54,111.35,227.06,111.35,0.00,0.00,5.71,20.00,37.52,0.00,37.52,52.12,0.00,57.52,40.00
05-01-2017 22:00:00,0.00,0.00,0.00,0.00,526.98,0.00,160.00,400.00,815.70,400.00,0.00,50.79,126.98,258.92,126.98,0.00,0.00,5.71,20.00,44.87,0.00,44.87,62.33,0.00,64.87,40.00
05-01-2017 23:00:00,0.00,0.00,0.00,0.00,532.19,0.00,160.00,400.00,815.70,400.00,0.00,52.88,132.19,269.54,132.19,0.00,0.00,5.71,20.00,34.81,0.00,34.81,48.35,0.00,54.81,40.00
06-01-2017 00:00:00,0.00,0.00,0.00,0.00,516.56,0.00,160.00,400.00,815.70,400.00,0.00,46.63,116.56,237.68,116.56,0.00,0.00,5.71,20.00,34.03,0.00,34.03,47.28,0.00,54.03,40.00
06-01-2017 01:00:00,0.00,0.00,0.00,0.00,540.00,0.00,160.00,400.00,815.70,400.00,0.00,56.00,140.00,285.47,140.00,0.00,0.00,5.71,20.00,29.39,0.00,29.39,40.83,0.00,49.39,40.00
06-01-2017 02:00:00,0.00,0.00,0.00,0.00,477.50,0.00,160.00,400.00,815.70,400.00,0.00,31.00,77.50,158.03,77.50,0.00,0.00,5.71,20.00,34.42,0.00,34.42,47.82,0.00,54.42,40.00
06-01-2017 03:00:00,0.00,0.00,0.00,0.00,495.73,0.00,160.00,400.00,815.70,400.00,0.00,38.29,95.73,195.20,95.73,0.00,0.00,5.71,20.00,39.06,0.00,39.06,54.27,0.00,59.06,40.00
06-01-2017 04:00:00,0.00,0.00,0.00,0.00,526.98,0.00,160.00,400.00,815.70,400.00,0.00,50.79,126.98,258.92,126.98,0.00,0.00,5.71,20.00,40.22,0.00,40.22,55.88,0.00,60.22,40.00
06-01-2017 05:00:00,0.00,0.00,0.00,0.00,526.98,0.00,160.00,400.00,815.70,400.00,0.00,50.79,126.98,258.92,126.98,0.00,0.00,5.71,20.00,41.38,0.00,41.38,57.49,0.00,61.38,40.00
06-01-2017 06:00:00,0.00,0.00,0.00,0.00,542.60,0.00,160.00,400.00,815.70,400.00,0.00,57.04,142.60,290.78,142.60,0.00,0.00,5.71,20.00,41.38,0.00,41.38,57.49,0.00,61.38,40.00
06-01-2017 07:00:00,0.00,0.00,0.00,0.00,526.98,0.00,160.00,400.00,815.70,400.00,0.00,50.79,126.98,258.92,126.98,0.00,0.00,5.71,20.00,42.16,0.00,42.16,58.57,0.00,62.16,40.00
06-01-2017 08:00:00,0.00,0.00,0.00,0.00,547.81,0.00,160.00,400.00,815.70,400.00,0.00,59.13,147.81,301.40,147.81,0.00,0.00,5.71,20.00,47.96,0.00,47.96,66.63,0.00,67.96,40.00
06-01-2017 09:00:00,0.00,0.00,0.00,0.00,586.88,0.00,160.00,400.00,815.70,400.00,0.00,74.75,186.88,381.05,186.88,0.00,0.00,5.71,20.00,51.45,0.00,51.45,71.47,0.00,71.45,40.00
06-01-2017 10:00:00,0.00,0.00,4.90,17.14,737.14,0.00,160.00,400.00,815.70,400.00,0.00,128.00,320.00,652.50,320.00,0.00,0.00,5.71,20.00,56.86,0.00,56.86,78.99,0.00,76.86,40.00
06-01-2017 11:00:00,0.00,0.00,0.00,0.00,696.51,0.00,160.00,400.00,815.70,400.00,0.00,118.60,296.51,604.60,296.51,0.00,0.00,5.71,20.00,57.64,0.00,57.64,80.07,0.00,77.64,40.00
06-01-2017 12:00:00,0.00,0.00,0.00,0.00,662.14,0.00,160.00,400.00,815.70,400.00,0.00,104.85,262.14,534.51,262.14,0.00,0.00,5.71,20.00,55.32,0.00,55.32,76.84,0.00,75.32,40.00
06-01-2017 13:00:00,0.00,0.00,0.00,0.00,607.71,0.00,160.00,400.00,815.70,400.00,0.00,83.08,207.71,423.53,207.71,0.00,0.00,5.71,20.00,54.15,0.00,54.15,75.23,0.00,74.15,40.00
06-01-2017 14:00:00,0.00,0.00,0.00,0.00,586.88,0.00,160.00,400.00,815.70,400.00,0.00,74.75,186.88,381.05,186.88,0.00,0.00,5.71,20.00,49.51,0.00,49.51,68.78,0.00,69.51,40.00
06-01-2017 15:00:00,0.00,0.00,0.00,0.00,592.08,0.00,160.00,400.00,815.70,400.00,0.00,76.83,192.08,391.67,192.08,0.00,0.00,5.71,20.00,50.67,0.00,50.67,70.39,0.00,70.67,40.00
06-01-2017 16:00:00,0.00,0.00,0.00,0.00,599.90,0.00,160.00,400.00,815.70,400.00,0.00,79.96,199.90,407.60,199.90,0.00,0.00,5.71,20.00,52.61,0.00,52.61,73.08,0.00,72.61,40.00
06-01-2017 17:00:00,0.00,0.00,0.00,0.00,659.01,0.00,160.00,400.00,815.70,400.00,0.00,103.60,259.01,528.14,259.01,0.00,0.00,5.71,20.00,55.70,0.00,55.70,77.38,0.00,75.70,40.00
06-01-2017 18:00:00,0.00,0.00,0.00,0.00,607.71,0.00,160.00,400.00,815.70,400.00,0.00,83.08,207.71,423.53,207.71,0.00,0.00,5.71,20.00,57.25,0.00,57.25,79.53,0.00,77.25,40.00
06-01-2017 19:00:00,0.00,0.00,0.00,0.00,618.13,0.00,160.00,400.00,815.70,400.00,0.00,87.25,218.13,444.77,218.13,0.00,0.00,5.71,20.00,58.80,0.00,58.80,81.68,0.00,78.80,40.00
06-01-2017 20:00:00,0.00,0.00,0.00,0.00,659.01,0.00,160.00,400.00,815.70,400.00,0.00,103.60,259.01,528.14,259.01,0.00,0.00,5.71,20.00,55.70,0.00,55.70,77.38,0.00,75.70,40.00
06-01-2017 21:00:00,0.00,0.00,0.00,0.00,607.71,0.00,160.00,400.00,815.70,400.00,0.00,83.08,207.71,423.53,207.71,0.00,0.00,5.71,20.00,54.93,0.00,54.93,76.31,0.00,74.93,40.00
06-01-2017 22:00:00,0.00,0.00,0.00,0.00,618.13,0.00,160.00,400.00,815.70,400.00,0.00,87.25,218.13,444.77,218.13,0.00,0.00,5.71,20.00,52.99,0.00,52.99,73.62,0.00,72.99,40.00
06-01-2017 23:00:00,0.00,0.00,0.00,0.00,594.69,0.00,160.00,400.00,815.70,400.00,0.00,77.88,194.69,396.98,194.69,0.00,0.00,5.71,20.00,53.38,0.00,53.38,74.16,0.00,73.38,40.00
07-01-2017 00:00:00,0.00,0.00,0.00,0.00,584.27,0.00,160.00,400.00,815.70,400.00,0.00,73.71,184.27,375.74,184.27,0.00,0.00,5.71,20.00,50.67,0.00,50.67,70.39,0.00,70.67,40.00
07-01-2017 01:00:00,0.00,0.00,0.00,0.00,553.02,0.00,160.00,400.00,815.70,400.00,0.00,61.21,153.02,312.02,153.02,0.00,0.00,5.71,20.00,50.29,0.00,50.29,69.86,0.00,70.29,40.00
07-01-2017 02:00:00,0.00,0.00,0.00,0.00,573.85,0.00,160.00,400.00,815.70,400.00,0.00,69.54,173.85,354.50,173.85,0.00,0.00,5.71,20.00,49.12,0.00,49.12,68.24,0.00,69.12,40.00
07-01-2017 03:00:00,0.00,0.00,0.00,0.00,571.25,0.00,160.00,400.00,815.70,400.00,0.00,68.50,171.25,349.19,171.25,0.00,0.00,5.71,20.00,49.90,0.00,49.90,69.32,0.00,69.90,40.00
07-01-2017 04:00:00,0.00,0.00,0.00,0.00,584.27,0.00,160.00,400.00,815.70,400.00,0.00,73.71,184.27,375.74,184.27,0.00,0.00,5.71,20.00,51.06,0.00,51.06,70.93,0.00,71.06,40.00
07-01-2017 05:00:00,0.00,0.00,0.00,0.00,592.08,0.00,160.00,400.00,815.70,400.00,0.00,76.83,192.08,391.67,192.08,0.00,0.00,5.71,20.00,49.12,0.00,49.12,68.24,0.00,69.12,40.00
07-01-2017 06:00:00,0.00,0.00,0.00,0.00,594.69,0.00,160.00,400.00,815.70,400.00,0.00,77.88,194.69,396.98,194.69,0.00,0.00,5.71,20.00,49.90,0.00,49.90,69.32,0.00,69.90,40.00
07-01-2017 07:00:00,0.00,0.00,0.00,0.00,573.85,0.00,160.00,400.00,815.70,400.00,0.00,69.54,173.85,354.50,173.85,0.00,0.00,5.71,20.00,49.90,0.00,49.90,69.32,0.00,69.90,40.00
07-01-2017 08:00:00,0.00,0.00,0.00,0.00,602.50,0.00,160.00,400.00,815.70,400.00,0.00,81.00,202.50,412.91,202.50,0.00,0.00,5.71,20.00,51.83,0.00,51.83,72.01,0.00,71.83,40.00
07-01-2017 09:00:00,0.00,0.00,0.00,0.00,633.75,0.00,160.00,400.00,815.70,400.00,0.00,93.50,233.75,476.63,233.75,0.00,0.00,5.71,20.00,55.32,0.00,55.32,76.84,0.00,75.32,40.00
07-01-2017 10:00:00,0.00,0.00,0.00,0.00,605.10,0.00,160.00,400.00,815.70,400.00,0.00,82.04,205.10,418.22,205.10,0.00,0.00,5.71,20.00,58.80,0.00,58.80,81.68,0.00,78.80,40.00
07-01-2017 11:00:00,0.00,0.00,0.00,0.00,665.82,0.00,160.00,400.00,815.70,400.00,0.00,106.33,265.82,542.03,265.82,0.00,0.00,5.71,20.00,57.25,0.00,57.25,79.53,0.00,77.25,40.00
07-01-2017 12:00:00,0.00,0.00,0.00,0.00,594.69,0.00,160.00,400.00,815.70,400.00,0.00,77.88,194.69,396.98,194.69,0.00,0.00,5.71,20.00,55.32,0.00,55.32,76.84,0.00,75.32,40.00
07-01-2017 13:00:00,0.00,0.00,0.00,0.00,597.29,0.00,160.00,400.00,815.70,400.00,0.00,78.92,197.29,402.29,197.29,0.00,0.00,5.71,20.00,54.15,0.00,54.15,75.23,0.00,74.15,40.00
07-01-2017 14:00:00,0.00,0.00,0.00,0.00,586.88,0.00,160.00,400.00,815.70,400.00,0.00,74.75,186.88,381.05,186.88,0.00,0.00,5.71,20.00,49.51,0.00,49.51,68.78,0.00,69.51,40.00
07-01-2017 15:00:00,0.00,0.00,0.00,0.00,576.46,0.00,160.00,400.00,815.70,400.00,0.00,70.58,176.46,359.81,176.46,0.00,0.00,5.71,20.00,48.74,0.00,48.74,67.71,0.00,68.74,40.00
07-01-2017 16:00:00,0.00,0.00,0.00,0.00,620.73,0.00,160.00,400.00,815.70,400.00,0.00,88.29,220.73,450.08,220.73,0.00,0.00,5.71,20.00,0.00,29.24,48.74,100.20,48.74,68.74,40.00
07-01-2017 17:00:00,0.00,0.00,0.00,0.00,558.23,0.00,160.00,400.00,815.70,400.00,0.00,63.29,158.23,322.64,158.23,0.00,0.00,5.71,20.00,0.00,30.64,51.06,104.98,51.06,71.06,40.00
07-01-2017 18:00:00,0.00,0.00,0.00,0.00,592.08,0.00,160.00,400.00,815.70,400.00,0.00,76.83,192.08,391.67,192.08,0.00,0.00,5.71,20.00,54.93,0.00,54.93,76.31,0.00,74.93,40.00
07-01-2017 19:00:00,0.00,0.00,0.00,0.00,555.63,0.00,160.00,400.00,815.70,400.00,0.00,62.25,155.63,317.33,155.63,0.00,0.00,5.71,20.00,48.74,0.00,48.74,67.71,0.00,68.74,40.00
07-01-2017 20:00:00,0.00,0.00,0.00,0.00,563.44,0.00,160.00,400.00,815.70,400.00,0.00,65.38,163.44,333.26,163.44,0.00,0.00,5.71,20.00,43.32,0.00,43.32,60.18,0.00,63.32,40.00
07-01-2017 21:00:00,0.00,0.00,0.00,0.00,532.19,0.00,160.00,400.00,815.70,400.00,0.00,52.88,132.19,269.54,132.19,0.00,0.00,5.71,20.00,43.71,0.00,43.71,60.72,0.00,63.71,40.00
07-01-2017 22:00:00,0.00,0.00,0.00,0.00,566.04,0.00,160.00,400.00,815.70,400.00,0.00,66.42,166.04,338.57,166.04,0.00,0.00,5.71,20.00,44.48,0.00,44.48,61.79,0.00,64.48,40.00
07-01-2017 23:00:00,0.00,0.00,0.00,0.00,521.77,0.00,160.00,400.00,815.70,400.00,0.00,48.71,121.77,248.30,121.77,0.00,0.00,5.71,20.00,38.68,0.00,38.68,53.73,0.00,58.68,40.00
08-01-2017 00:00:00,0.00,0.00,0.00,0.00,516.56,0.00,160.00,400.00,815.70,400.00,0.00,46.63,116.56,237.68,116.56,0.00,0.00,5.71,20.00,34.81,0.00,34.81,48.35,0.00,54.81,40.00
08-01-2017 01:00:00,0.00,0.00,0.00,0.00,524.38,0.00,160.00,400.00,815.70,400.00,0.00,49.75,124.38,253.61,124.38,0.00,0.00,5.71,20.00,34.42,0.00,34.42,47.82,0.00,54.42,40.00
08-01-2017 02:00:00,0.00,0.00,0.00,0.00,519.17,0.00,160.00,400.00,815.70,400.00,0.00,47.67,119.17,242.99,119.17,0.00,0.00,5.71,20.00,33.65,0.00,33.65,46.74,0.00,53.65,40.00
08-01-2017 03:00:00,0.00,0.00,0.00,0.00,516.56,0.00,160.00,400.00,815.70,400.00,0.00,46.63,116.56,237.68,116.56,0.00,0.00,5.71,20.00,33.26,0.00,33.26,46.20,0.00,53.26,40.00
08-01-2017 04:00:00,0.00,0.00,0.00,0.00,511.35,0.00,160.00,400.00,815.70,400.00,0.00,44.54,111.35,227.06,111.35,0.00,0.00,5.71,20.00,37.90,0.00,37.90,52.65,0.00,57.90,40.00
08-01-2017 05:00:00,0.00,0.00,0.00,0.00,553.02,0.00,160.00,400.00,815.70,400.00,0.00,61.21,153.02,312.02,153.02,0.00,0.00,5.71,20.00,41.38,0.00,41.38,57.49,0.00,61.38,40.00
08-01-2017 06:00:00,0.00,0.00,0.00,0.00,620.73,0.00,160.00,400.00,815.70,400.00,0.00,88.29,220.73,450.08,220.73,0.00,0.00,5.71,20.00,47.96,0.00,47.96,66.63,0.00,67.96,40.00
08-01-2017 07:00:00,0.00,0.00,0.00,0.00,705.49,0.00,160.00,400.00,815.70,400.00,0.00,122.20,305.49,622.92,305.49,0.00,0.00,5.71,20.00,53.77,0.00,53.77,74.69,0.00,73.77,40.00
08-01-2017 08:00:00,0.00,0.00,0.00,0.00,594.69,0.00,160.00,400.00,815.70,400.00,0.00,77.88,194.69,396.98,194.69,0.00,0.00,5.71,20.00,0.00,31.33,52.22,107.36,52.22,72.22,40.00
08-01-2017 09:00:00,0.00,0.00,0.00,0.00,558.23,0.00,160.00,400.00,815.70,400.00,0.00,63.29,158.23,322.64,158.23,0.00,0.00,5.71,20.00,0.00,32.49,54.15,111.34,54.15,74.15,40.00
08-01-2017 10:00:00,0.00,0.00,0.00,0.00,592.08,0.00,160.00,400.00,815.70,400.00,0.00,76.83,192.08,391.67,192.08,0.00,0.00,5.71,20.00,0.00,28.31,47.19,97.02,47.19,67.19,40.00
08-01-2017 11:00:00,0.00,0.00,0.00,0.00,526.98,0.00,160.00,400.00,815.70,400.00,0.00,50.79,126.98,258.92,126.98,0.00,0.00,5.71,20.00,0.00,25.99,43.32,89.07,43.32,63.32,40.00
08-01-2017 12:00:00,0.00,0.00,0.00,0.00,573.85,0.00,160.00,400.00,815.70,400.00,0.00,69.54,173.85,354.50,173.85,0.00,0.00,5.71,20.00,0.00,22.74,37.90,77.93,37.90,57.90,40.00
08-01-2017 13:00:00,0.00,0.00,0.00,0.00,542.60,0.00,160.00,400.00,815.70,400.00,0.00,57.04,142.60,290.78,142.60,0.00,0.00,5.71,20.00,0.00,20.65,34.42,70.77,34.42,54.42,40.00
08-01-2017 14:00:00,0.00,0.00,0.00,0.00,526.98,0.00,160.00,400.00,815.70,400.00,0.00,50.79,126.98,258.92,126.98,0.00,0.00,5.71,20.00,0.00,21.35,35.58,73.15,35.58,55.58,40.00
08-01-2017 15:00:00,0.00,0.00,0.00,0.00,542.60,0.00,160.00,400.00,815.70,400.00,0.00,57.04,142.60,290.78,142.60,0.00,0.00,5.71,20.00,0.00,24.37,40.61,83.50,40.61,60.61,40.00
08-01-2017 16:00:00,0.00,0.00,0.00,0.00,521.77,0.00,160.00,400.00,815.70,400.00,0.00,48.71,121.77,248.30,121.77,0.00,0.00,5.71,20.00,0.00,28.08,46.80,96.23,46.80,66.80,40.00
08-01-2017 17:00:00,0.00,0.00,0.00,0.00,558.23,0.00,160.00,400.00,815.70,400.00,0.00,63.29,158.23,322.64,158.23,0.00,0.00,5.71,20.00,0.00,29.94,49.90,102.59,49.90,69.90,40.00
08-01-2017 18:00:00,0.00,0.00,0.00,0.00,571.25,0.00,160.00,400.00,815.70,400.00,0.00,68.50,171.25,349.19,171.25,0.00,0.00,5.71,20.00,0.00,29.01,48.35,99.41,48.35,68.35,40.00
08-01-2017 19:00:00,0.00,0.00,0.00,0.00,599.90,0.00,160.00,400.00,815.70,400.00,0.00,79.96,199.90,407.60,199.90,0.00,0.00,5.71,20.00,51.83,0.00,51.83,72.01,0.00,71.83,40.00
08-01-2017 20:00:00,0.00,0.00,0.00,0.00,584.27,0.00,160.00,400.00,815.70,400.00,0.00,73.71,184.27,375.74,184.27,0.00,0.00,5.71,20.00,51.06,0.00,51.06,70.93,0.00,71.06,40.00
08-01-2017 21:00:00,0.00,0.00,0.00,0.00,542.60,0.00,160.00,400.00,815.70,400.00,0.00,57.04,142.60,290.78,142.60,0.00,0.00,5.71,20.00,50.67,0.00,50.67,70.39,0.00,70.67,40.00
08-01-2017 22:00:00,0.00,0.00,0.00,0.00,547.81,0.00,160.00,400.00,815.70,400.00,0.00,59.13,147.81,301.40,147.81,0.00,0.00,5.71,20.00,44.87,0.00,44.87,62.33,0.00,64.87,40.00
08-01-2017 23:00:00,0.00,0.00,0.00,0.00,524.38,0.00,160.00,400.00,815.70,400.00,0.00,49.75,124.38,253.61,124.38,0.00,0.00,5.71,20.00,42.55,0.00,42.55,59.10,0.00,62.55,40.00
09-01-2017 00:00:00,0.00,0.00,0.00,0.00,513.96,0.00,160.00,400.00,815.70,400.00,0.00,45.58,113.96,232.37,113.96,0.00,0.00,5.71,20.00,36.74,0.00,36.74,51.04,0.00,56.74,40.00
09-01-2017 01:00:00,0.00,0.00,0.00,0.00,474.90,0.00,160.00,400.00,815.70,400.00,0.00,29.96,74.90,152.72,74.90,0.00,0.00,5.71,20.00,33.65,0.00,33.65,46.74,0.00,53.65,40.00
09-01-2017 02:00:00,0.00,0.00,0.00,0.00,477.50,0.00,160.00,400.00,815.70,400.00,0.00,31.00,77.50,158.03,77.50,0.00,0.00,5.71,20.00,31.71,0.00,31.71,44.05,0.00,51.71,40.00
09-01-2017 03:00:00,0.00,0.00,0.00,0.00,469.69,0.00,160.00,400.00,815.70,400.00,0.00,27.88,69.69,142.10,69.69,0.00,0.00,5.71,20.00,33.26,0.00,33.26,46.20,0.00,53.26,40.00
09-01-2017 04:00:00,0.00,0.00,0.00,0.00,498.33,0.00,160.00,400.00,815.70,400.00,0.00,39.33,98.33,200.51,98.33,0.00,0.00,5.71,20.00,34.81,0.00,34.81,48.35,0.00,54.81,40.00
09-01-2017 05:00:00,0.00,0.00,0.00,0.00,532.19,0.00,160.00,400.00,815.70,400.00,0.00,52.88,132.19,269.54,132.19,0.00,0.00,5.71,20.00,35.97,0.00,35.97,49.97,0.00,55.97,40.00
09-01-2017 06:00:00,0.00,0.00,0.00,0.00,584.27,0.00,160.00,400.00,815.70,400.00,0.00,73.71,184.27,375.74,184.27,0.00,0.00,5.71,20.00,47.19,0.00,47.19,65.56,0.00,67.19,40.00
09-01-2017 07:00:00,0.00,0.00,0.00,0.00,563.44,0.00,160.00,400.00,815.70,400.00,0.00,65.38,163.44,333.26,163.44,0.00,0.00,5.71,20.00,51.06,0.00,51.06,70.93,0.00,71.06,40.00
09-01-2017 08:00:00,0.00,0.00,0.00,0.00,589.48,0.00,160.00,400.00,815.70,400.00,0.00,75.79,189.48,386.36,189.48,0.00,0.00,5.71,20.00,47.19,0.00,47.19,65.56,0.00,67.19,40.00
09-01-2017 09:00:00,0.00,0.00,0.00,0.00,542.60,0.00,160.00,400.00,815.70,400.00,0.00,57.04,142.60,290.78,142.60,0.00,0.00,5.71,20.00,45.64,0.00,45.64,63.40,0.00,65.64,40.00
09-01-2017 10:00:00,0.00,0.00,0.00,0.00,540.00,0.00,160.00,400.00,815.70,400.00,0.00,56.00,140.00,285.47,140.00,0.00,0.00,5.71,20.00,44.09,0.00,44.09,61.25,0.00,64.09,40.00
09-01-2017 11:00:00,0.00,0.00,0.00,0.00,545.21,0.00,160.00,400.00,815.70,400.00,0.00,58.08,145.21,296.09,145.21,0.00,0.00,5.71,20.00,42.16,0.00,42.16,58.57,0.00,62.16,40.00
09-01-2017 12:00:00,0.00,0.00,0.00,0.00,524.38,0.00,160.00,400.00,815.70,400.00,0.00,49.75,124.38,253.61,124.38,0.00,0.00,5.71,20.00,43.32,0.00,43.32,60.18,0.00,63.32,40.00
09-01-2017 13:00:00,0.00,0.00,0.00,0.00,532.19,0.00,160.00,400.00,815.70,400.00,0.00,52.88,132.19,269.54,132.19,0.00,0.00,5.71,20.00,35.97,0.00,35.97,49.97,0.00,55.97,40.00
09-01-2017 14:00:00,0.00,0.00,0.00,0.00,524.38,0.00,160.00,400.00,815.70,400.00,0.00,49.75,124.38,253.61,124.38,0.00,0.00,5.71,20.00,34.42,0.00,34.42,47.82,0.00,54.42,40.00
09-01-2017 15:00:00,0.00,0.00,0.00,0.00,511.35,0.00,160.00,400.00,815.70,400.00,0.00,44.54,111.35,227.06,111.35,0.00,0.00,5.71,20.00,42.16,0.00,42.16,58.57,0.00,62.16,40.00
09-01-2017 16:00:00,0.00,0.00,0.00,0.00,550.42,0.00,160.00,400.00,815.70,400.00,0.00,60.17,150.42,306.71,150.42,0.00,0.00,5.71,20.00,45.25,0.00,45.25,62.87,0.00,65.25,40.00
09-01-2017 17:00:00,0.00,0.00,0.00,0.00,545.21,0.00,160.00,400.00,815.70,400.00,0.00,58.08,145.21,296.09,145.21,0.00,0.00,5.71,20.00,49.90,0.00,49.90,69.32,0.00,69.90,40.00
09-01-2017 18:00:00,0.00,0.00,0.00,0.00,586.88,0.00,160.00,400.00,815.70,400.00,0.00,74.75,186.88,381.05,186.88,0.00,0.00,5.71,20.00,52.99,0.00,52.99,73.62,0.00,72.99,40.00
09-01-2017 19:00:00,0.00,0.00,0.00,0.00,584.27,0.00,160.00,400.00,815.70,400.00,0.00,73.71,184.27,375.74,184.27,0.00,0.00,5.71,20.00,54.54,0.00,54.54,75.77,0.00,74.54,40.00
09-01-2017 20:00:00,0.00,0.00,0.00,0.00,568.65,0.00,160.00,400.00,815.70,400.00,0.00,67.46,168.65,343.88,168.65,0.00,0.00,5.71,20.00,54.93,0.00,54.93,76.31,0.00,74.93,40.00
09-01-2017 21:00:00,0.00,0.00,0.00,0.00,547.81,0.00,160.00,400.00,815.70,400.00,0.00,59.13,147.81,301.40,147.81,0.00,0.00,5.71,20.00,57.25,0.00,57.25,79.53,0.00,77.25,40.00
09-01-2017 22:00:00,0.00,0.00,0.00,0.00,545.21,0.00,160.00,400.00,815.70,400.00,0.00,58.08,145.21,296.09,145.21,0.00,0.00,5.71,20.00,56.48,0.00,56.48,78.46,0.00,76.48,40.00
09-01-2017 23:00:00,0.00,0.00,0.00,0.00,519.17,0.00,160.00,400.00,815.70,400.00,0.00,47.67,119.17,242.99,119.17,0.00,0.00,5.71,20.00,54.15,0.00,54.15,75.23,0.00,74.15,40.00
10-01-2017 00:00:00,0.00,0.00,0.00,0.00,553.02,0.00,160.00,400.00,815.70,400.00,0.00,61.21,153.02,312.02,153.02,0.00,0.00,5.71,20.00,50.29,0.00,50.29,69.86,0.00,70.29,40.00
10-01-2017 01:00:00,0.00,0.00,0.00,0.00,537.40,0.00,160.00,400.00,815.70,400.00,0.00,54.96,137.40,280.16,137.40,0.00,0.00,5.71,20.00,48.35,0.00,48.35,67.17,0.00,68.35,40.00
10-01-2017 02:00:00,0.00,0.00,0.00,0.00,526.98,0.00,160.00,400.00,815.70,400.00,0.00,50.79,126.98,258.92,126.98,0.00,0.00,5.71,20.00,49.51,0.00,49.51,68.78,0.00,69.51,40.00
10-01-2017 03:00:00,0.00,0.00,0.00,0.00,526.98,0.00,160.00,400.00,815.70,400.00,0.00,50.79,126.98,258.92,126.98,0.00,0.00,5.71,20.00,51.06,0.00,51.06,70.93,0.00,71.06,40.00
10-01-2017 04:00:00,0.00,0.00,0.00,0.00,526.98,0.00,160.00,400.00,815.70,400.00,0.00,50.79,126.98,258.92,126.98,0.00,0.00,5.71,20.00,51.83,0.00,51.83,72.01,0.00,71.83,40.00
10-01-2017 05:00:00,0.00,0.00,0.00,0.00,566.04,0.00,160.00,400.00,815.70,400.00,0.00,66.42,166.04,338.57,166.04,0.00,0.00,5.71,20.00,54.54,0.00,54.54,75.77,0.00,74.54,40.00
10-01-2017 06:00:00,0.00,0.00,0.00,0.00,623.33,0.00,160.00,400.00,815.70,400.00,0.00,89.33,223.33,455.39,223.33,0.00,0.00,5.71,20.00,57.64,0.00,57.64,80.07,0.00,77.64,40.00
10-01-2017 07:00:00,0.00,0.00,0.00,0.00,684.86,0.00,160.00,400.00,815.70,400.00,0.00,113.94,284.86,580.84,284.86,0.00,0.00,5.71,20.00,63.44,0.00,63.44,88.13,0.00,83.44,40.00
10-01-2017 08:00:00,0.00,0.00,11.39,39.86,759.86,0.00,160.00,400.00,815.70,400.00,0.00,128.00,320.00,652.50,320.00,0.00,0.00,5.71,20.00,63.44,0.00,63.44,88.13,0.00,83.44,40.00
10-01-2017 09:00:00,0.00,0.00,4.24,14.86,734.86,0.00,160.00,400.00,815.70,400.00,0.00,128.00,320.00,652.50,320.00,0.00,0.00,5.71,20.00,59.57,0.00,59.57,82.76,0.00,79.57,40.00
10-01-2017 10:00:00,0.00,0.00,3.35,11.73,731.73,0.00,160.00,400.00,815.70,400.00,0.00,128.00,320.00,652.50,320.00,0.00,0.00,5.71,20.00,58.41,0.00,58.41,81.14,0.00,78.41,40.00
10-01-2017 11:00:00,0.00,0.00,0.00,0.00,653.61,0.00,160.00,400.00,815.70,400.00,0.00,101.44,253.61,517.12,253.61,0.00,0.00,5.71,20.00,54.93,0.00,54.93,76.31,0.00,74.93,40.00
